Vgs\Vds,0.00,0.10,0.20,0.30
0.00,-8.974606e-09,-1.646996e-08,-7.192694e-09,-4.572910e-09
0.10,,-7.930323e-09,-8.481889e-09,-3.909418e-09
0.20,,,-1.021673e-08,-5.277130e-09
0.30,,,,-1.237717e-08
